Company,Agent ID,Agent Name,Call ID,Customer ID,Call Start Time,Call End Time,Call Duration (seconds),Timestamp,Call Status,Call Type,Language,Region,Queue Name,Resolution Status,Hold Time (seconds),Talk Time (seconds),Wrap-up Time (seconds)
EcoEnergy,E502,Nathan Drake,CALL-105050,CUST-5198,2026-07-16 14:32:57,2026-07-16 14:36:46,229,2026-07-16 14:32:57,Answered,Inbound,Hindi,North,Account Queries,Resolved,12,192,25
DeltaFinance,D403,Leo Fitz,CALL-105051,CUST-7092,2026-07-17 12:12:32,2026-07-17 12:15:37,185,2026-07-17 12:12:32,Answered,Inbound,English,West,Tech Support,Resolved,0,185,0
CloudTech,Unknown,Unknown,CALL-105052,CUST-4474,2026-07-01 09:52:32,2026-07-01 09:52:47,15,2026-07-01 09:52:32,Missed,Outbound,French,North,Billing,Unresolved,0,0,0
DeltaFinance,D401,Jack Ryan,CALL-105053,CUST-2385,2026-07-08 11:40:10,2026-07-08 11:42:58,168,2026-07-08 11:40:10,Answered,Inbound,French,South,General Sales,Resolved,22,106,40
EcoEnergy,E502,Nathan Drake,CALL-105054,CUST-7901,2026-07-05 09:41:26,2026-07-05 09:44:38,192,2026-07-05 09:41:26,Answered,Inbound,Spanish,Central,Tech Support,Resolved,1,174,17
EcoEnergy,E503,Oliver Queen,CALL-105055,CUST-3222,2026-07-17 09:19:58,2026-07-17 09:24:50,292,2026-07-17 09:19:58,Answered,Outbound,Hindi,East,Tech Support,Resolved,26,262,4
BioHealth,B201,Diana Prince,CALL-105056,CUST-8558,2026-07-05 14:50:41,2026-07-05 14:53:51,190,2026-07-05 14:50:41,Answered,Inbound,Hindi,East,Account Queries,Resolved,17,168,5
AeroCorp,A103,Charlie Brown,CALL-105057,CUST-9659,2026-07-09 07:34:19,2026-07-09 07:34:28,9,2026-07-09 07:34:19,Dropped,Outbound,German,West,Account Queries,Unresolved,0,0,0
EcoEnergy,E503,Oliver Queen,CALL-105058,CUST-2676,2026-07-07 12:18:01,2026-07-07 12:18:28,27,2026-07-07 12:18:01,Answered,Inbound,German,North,Billing,Resolved,3,10,14
DeltaFinance,Unknown,Unknown,CALL-105059,CUST-7238,2026-07-20 05:24:45,2026-07-20 05:24:50,5,2026-07-20 05:24:45,Missed,Inbound,Spanish,East,Tech Support,Unresolved,0,0,0
CloudTech,C303,Ian Malcolm,CALL-105060,CUST-4019,2026-07-18 08:38:53,2026-07-18 08:39:13,20,2026-07-18 08:38:53,Dropped,Inbound,German,Central,Tech Support,Unresolved,0,0,0
DeltaFinance,D401,Jack Ryan,CALL-105061,CUST-7436,2026-07-09 06:46:30,2026-07-09 06:48:44,134,2026-07-09 06:46:30,Answered,Inbound,German,North,Billing,Escalated,0,128,6
AeroCorp,A101,Alice Smith,CALL-105062,CUST-6411,2026-07-14 10:30:43,2026-07-14 10:31:04,21,2026-07-14 10:30:43,Dropped,Inbound,German,East,Account Queries,Unresolved,0,0,0
CloudTech,C301,George Clark,CALL-105063,CUST-6997,2026-07-01 10:59:27,2026-07-01 11:02:22,175,2026-07-01 10:59:27,Answered,Outbound,Hindi,West,Billing,Resolved,15,135,25
CloudTech,C301,George Clark,CALL-105064,CUST-3657,2026-07-03 10:44:39,2026-07-03 10:48:12,213,2026-07-03 10:44:39,Answered,Outbound,English,Central,Account Queries,Resolved,4,200,9
AeroCorp,A102,Bob Johnson,CALL-105065,CUST-3554,2026-07-12 08:59:03,2026-07-12 09:02:31,208,2026-07-12 08:59:03,Answered,Outbound,French,West,Account Queries,Resolved,18,148,42
AeroCorp,A103,Charlie Brown,CALL-105066,CUST-6947,2026-07-13 08:42:11,2026-07-13 08:48:35,384,2026-07-13 08:42:11,Answered,Inbound,Hindi,Central,Billing,Unresolved,17,294,73
EcoEnergy,E503,Oliver Queen,CALL-105067,CUST-5405,2026-07-09 15:54:46,2026-07-09 15:58:57,251,2026-07-09 15:54:46,Answered,Outbound,German,East,Account Queries,Resolved,9,242,0
DeltaFinance,D403,Leo Fitz,CALL-105068,CUST-9597,2026-07-05 07:58:59,2026-07-05 08:01:35,156,2026-07-05 07:58:59,Answered,Inbound,German,Central,Tech Support,Unresolved,11,134,11
DeltaFinance,D402,Karen Page,CALL-105069,CUST-3115,2026-07-14 15:49:14,2026-07-14 15:51:59,165,2026-07-14 15:49:14,Answered,Inbound,German,Central,Billing,Unresolved,15,150,0
DeltaFinance,D401,Jack Ryan,CALL-105070,CUST-5895,2026-07-20 12:41:32,2026-07-20 12:43:22,110,2026-07-20 12:41:32,Answered,Inbound,Spanish,West,Tech Support,Unresolved,28,62,20
CloudTech,C302,Hannah Abbott,CALL-105071,CUST-4867,2026-07-21 07:07:00,2026-07-21 07:10:46,226,2026-07-21 07:07:00,Answered,Outbound,Hindi,North,Account Queries,Unresolved,36,178,12
EcoEnergy,E501,Molly Hooper,CALL-105072,CUST-2621,2026-07-09 06:49:20,2026-07-09 06:53:44,264,2026-07-09 06:49:20,Answered,Inbound,French,North,General Sales,Resolved,19,227,18
AeroCorp,A103,Charlie Brown,CALL-105073,CUST-5230,2026-07-13 11:45:24,2026-07-13 11:48:19,175,2026-07-13 11:45:24,Answered,Inbound,French,East,Billing,Resolved,0,162,13
BioHealth,B203,Fiona Gallagher,CALL-105074,CUST-2195,2026-07-14 09:22:24,2026-07-14 09:24:52,148,2026-07-14 09:22:24,Answered,Inbound,French,South,General Sales,Resolved,19,127,2
BioHealth,B201,Diana Prince,CALL-105075,CUST-5394,2026-07-19 10:32:03,2026-07-19 10:32:31,28,2026-07-19 10:32:03,Dropped,Inbound,Hindi,South,Billing,Unresolved,0,0,0
AeroCorp,A101,Alice Smith,CALL-105076,CUST-1088,2026-07-12 06:00:59,2026-07-12 06:04:54,235,2026-07-12 06:00:59,Answered,Outbound,English,South,General Sales,Unresolved,2,140,93
DeltaFinance,D402,Karen Page,CALL-105077,CUST-9931,2026-07-02 09:15:39,2026-07-02 09:19:36,237,2026-07-02 09:15:39,Answered,Inbound,English,East,Account Queries,Unresolved,17,213,7
DeltaFinance,Unknown,Unknown,CALL-105078,CUST-1704,2026-07-14 18:01:02,2026-07-14 18:01:24,22,2026-07-14 18:01:02,Missed,Outbound,German,West,Tech Support,Unresolved,0,0,0
AeroCorp,A102,Bob Johnson,CALL-105079,CUST-4741,2026-07-21 09:52:08,2026-07-21 09:55:03,175,2026-07-21 09:52:08,Answered,Inbound,Hindi,North,Billing,Escalated,7,165,3
BioHealth,B203,Fiona Gallagher,CALL-105080,CUST-3310,2026-07-19 15:02:39,2026-07-19 15:06:54,255,2026-07-19 15:02:39,Answered,Inbound,English,West,General Sales,Unresolved,12,225,18
CloudTech,C302,Hannah Abbott,CALL-105081,CUST-7031,2026-07-20 08:18:16,2026-07-20 08:21:28,192,2026-07-20 08:18:16,Answered,Inbound,German,East,General Sales,Resolved,5,184,3
EcoEnergy,E502,Nathan Drake,CALL-105082,CUST-5074,2026-07-18 08:30:02,2026-07-18 08:30:13,11,2026-07-18 08:30:02,Dropped,Inbound,German,South,General Sales,Unresolved,0,0,0
CloudTech,C303,Ian Malcolm,CALL-105083,CUST-4984,2026-07-08 06:28:20,2026-07-08 06:31:11,171,2026-07-08 06:28:20,Answered,Inbound,German,West,General Sales,Resolved,9,142,20
CloudTech,C303,Ian Malcolm,CALL-105084,CUST-9894,2026-07-05 12:23:28,2026-07-05 12:27:30,242,2026-07-05 12:23:28,Answered,Inbound,English,Central,General Sales,Resolved,22,193,27
BioHealth,Unknown,Unknown,CALL-105085,CUST-6491,2026-07-17 12:44:25,2026-07-17 12:44:46,21,2026-07-17 12:44:25,Missed,Inbound,English,North,General Sales,Unresolved,0,0,0
EcoEnergy,E503,Oliver Queen,CALL-105086,CUST-5083,2026-07-14 23:18:28,2026-07-14 23:21:50,202,2026-07-14 23:18:28,Answered,Inbound,German,West,Billing,Unresolved,17,179,6
EcoEnergy,E503,Oliver Queen,CALL-105087,CUST-7048,2026-07-04 15:37:14,2026-07-04 15:37:25,11,2026-07-04 15:37:14,Dropped,Inbound,German,East,Account Queries,Unresolved,0,0,0
DeltaFinance,D402,Karen Page,CALL-105088,CUST-4195,2026-07-20 07:11:35,2026-07-20 07:14:53,198,2026-07-20 07:11:35,Answered,Inbound,Hindi,North,General Sales,Resolved,2,196,0
DeltaFinance,D401,Jack Ryan,CALL-105089,CUST-7705,2026-07-14 11:53:58,2026-07-14 11:56:45,167,2026-07-14 11:53:58,Answered,Inbound,German,East,Account Queries,Resolved,12,154,1
DeltaFinance,D402,Karen Page,CALL-105090,CUST-7332,2026-07-04 15:24:52,2026-07-04 15:27:55,183,2026-07-04 15:24:52,Answered,Inbound,Spanish,East,Tech Support,Resolved,3,180,0
AeroCorp,A102,Bob Johnson,CALL-105091,CUST-3688,2026-07-06 13:30:48,2026-07-06 13:34:07,199,2026-07-06 13:30:48,Answered,Inbound,German,Central,Billing,Resolved,4,195,0
AeroCorp,A102,Bob Johnson,CALL-105092,CUST-8444,2026-07-17 05:16:52,2026-07-17 05:21:29,277,2026-07-17 05:16:52,Answered,Outbound,German,East,Tech Support,Resolved,15,218,44
CloudTech,C302,Hannah Abbott,CALL-105093,CUST-6753,2026-07-01 13:25:41,2026-07-01 13:28:32,171,2026-07-01 13:25:41,Answered,Inbound,German,East,Account Queries,Unresolved,41,122,8
DeltaFinance,D402,Karen Page,CALL-105094,CUST-9696,2026-07-12 08:09:51,2026-07-12 08:13:34,223,2026-07-12 08:09:51,Answered,Inbound,French,North,Billing,Resolved,4,219,0
EcoEnergy,E502,Nathan Drake,CALL-105095,CUST-9011,2026-07-09 16:08:46,2026-07-09 16:12:49,243,2026-07-09 16:08:46,Answered,Inbound,Spanish,South,Account Queries,Unresolved,26,205,12
CloudTech,Unknown,Unknown,CALL-105096,CUST-2926,2026-07-15 18:48:53,2026-07-15 18:49:05,12,2026-07-15 18:48:53,Missed,Inbound,Hindi,West,General Sales,Unresolved,0,0,0
DeltaFinance,D401,Jack Ryan,CALL-105097,CUST-9903,2026-07-10 12:25:21,2026-07-10 12:28:24,183,2026-07-10 12:25:21,Answered,Outbound,English,East,General Sales,Resolved,47,124,12
BioHealth,B201,Diana Prince,CALL-105098,CUST-7987,2026-07-11 22:00:34,2026-07-11 22:03:51,197,2026-07-11 22:00:34,Answered,Outbound,French,South,Billing,Resolved,11,184,2
CloudTech,C303,Ian Malcolm,CALL-105099,CUST-8127,2026-07-16 15:53:54,2026-07-16 15:54:14,20,2026-07-16 15:53:54,Dropped,Inbound,Spanish,North,Billing,Unresolved,0,0,0
BioHealth,B201,Diana Prince,CALL-105100,CUST-6160,2026-07-16 17:59:51,2026-07-16 18:02:44,173,2026-07-16 17:59:51,Answered,Inbound,Spanish,South,Billing,Resolved,45,127,1
EcoEnergy,E502,Nathan Drake,CALL-105101,CUST-7955,2026-07-03 07:10:47,2026-07-03 07:13:23,156,2026-07-03 07:10:47,Answered,Outbound,English,West,Billing,Resolved,1,143,12
EcoEnergy,Unknown,Unknown,CALL-105102,CUST-9431,2026-07-19 12:39:37,2026-07-19 12:39:59,22,2026-07-19 12:39:37,Missed,Inbound,Spanish,West,Tech Support,Unresolved,0,0,0
AeroCorp,A103,Charlie Brown,CALL-105103,CUST-6053,2026-07-18 07:31:50,2026-07-18 07:36:31,281,2026-07-18 07:31:50,Answered,Inbound,Hindi,South,Tech Support,Resolved,0,228,53
CloudTech,C303,Ian Malcolm,CALL-105104,CUST-9033,2026-07-07 15:14:18,2026-07-07 15:17:52,214,2026-07-07 15:14:18,Answered,Inbound,English,West,General Sales,Escalated,29,173,12
CloudTech,C303,Ian Malcolm,CALL-105105,CUST-5373,2026-07-20 08:20:48,2026-07-20 08:24:55,247,2026-07-20 08:20:48,Answered,Inbound,English,East,Tech Support,Resolved,11,211,25
CloudTech,C301,George Clark,CALL-105106,CUST-4251,2026-07-09 12:52:21,2026-07-09 12:54:19,118,2026-07-09 12:52:21,Answered,Inbound,German,East,General Sales,Resolved,1,103,14
CloudTech,C302,Hannah Abbott,CALL-105107,CUST-5673,2026-07-03 08:00:53,2026-07-03 08:04:58,245,2026-07-03 08:00:53,Answered,Outbound,Hindi,South,Account Queries,Resolved,13,201,31
EcoEnergy,E502,Nathan Drake,CALL-105108,CUST-4226,2026-07-15 11:20:41,2026-07-15 11:24:14,213,2026-07-15 11:20:41,Answered,Inbound,German,Central,Account Queries,Resolved,3,201,9
DeltaFinance,Unknown,Unknown,CALL-105109,CUST-4097,2026-07-14 07:02:09,2026-07-14 07:02:31,22,2026-07-14 07:02:09,Missed,Inbound,Spanish,North,Tech Support,Unresolved,0,0,0
EcoEnergy,Unknown,Unknown,CALL-105110,CUST-1507,2026-07-06 18:48:11,2026-07-06 18:48:38,27,2026-07-06 18:48:11,Missed,Outbound,French,North,Tech Support,Unresolved,0,0,0
DeltaFinance,Unknown,Unknown,CALL-105111,CUST-5297,2026-07-03 04:55:29,2026-07-03 04:55:54,25,2026-07-03 04:55:29,Missed,Inbound,English,Central,Account Queries,Unresolved,0,0,0
AeroCorp,A102,Bob Johnson,CALL-105112,CUST-1881,2026-07-18 08:56:58,2026-07-18 08:57:24,26,2026-07-18 08:56:58,Dropped,Inbound,English,North,General Sales,Unresolved,0,0,0
CloudTech,Unknown,Unknown,CALL-105113,CUST-4762,2026-07-09 21:12:45,2026-07-09 21:12:53,8,2026-07-09 21:12:45,Missed,Outbound,Hindi,North,Account Queries,Unresolved,0,0,0
DeltaFinance,D402,Karen Page,CALL-105114,CUST-2780,2026-07-18 11:58:42,2026-07-18 12:04:51,369,2026-07-18 11:58:42,Answered,Outbound,English,South,General Sales,Resolved,18,298,53
DeltaFinance,D402,Karen Page,CALL-105115,CUST-4048,2026-07-07 08:51:32,2026-07-07 08:55:34,242,2026-07-07 08:51:32,Answered,Inbound,French,South,General Sales,Unresolved,5,167,70
BioHealth,B203,Fiona Gallagher,CALL-105116,CUST-2211,2026-07-10 18:29:48,2026-07-10 18:32:40,172,2026-07-10 18:29:48,Answered,Inbound,Hindi,West,Billing,Resolved,5,161,6
AeroCorp,A101,Alice Smith,CALL-105117,CUST-6497,2026-07-05 06:50:25,2026-07-05 06:52:30,125,2026-07-05 06:50:25,Answered,Inbound,Spanish,West,Tech Support,Escalated,2,123,0
DeltaFinance,Unknown,Unknown,CALL-105118,CUST-7602,2026-07-07 12:47:50,2026-07-07 12:48:08,18,2026-07-07 12:47:50,Missed,Outbound,English,South,General Sales,Unresolved,0,0,0
CloudTech,C302,Hannah Abbott,CALL-105119,CUST-8720,2026-07-03 13:52:40,2026-07-03 13:56:48,248,2026-07-03 13:52:40,Answered,Outbound,German,North,General Sales,Unresolved,23,221,4
AeroCorp,A101,Alice Smith,CALL-105120,CUST-3207,2026-07-04 15:31:50,2026-07-04 15:36:00,250,2026-07-04 15:31:50,Answered,Outbound,German,Central,Billing,Resolved,1,225,24
EcoEnergy,E503,Oliver Queen,CALL-105121,CUST-2460,2026-07-20 14:47:04,2026-07-20 14:48:56,112,2026-07-20 14:47:04,Answered,Inbound,French,East,Billing,Resolved,8,99,5
EcoEnergy,E502,Nathan Drake,CALL-105122,CUST-6560,2026-07-03 06:26:06,2026-07-03 06:31:23,317,2026-07-03 06:26:06,Answered,Outbound,English,South,General Sales,Resolved,8,293,16
CloudTech,C301,George Clark,CALL-105123,CUST-7961,2026-07-21 11:13:22,2026-07-21 11:16:56,214,2026-07-21 11:13:22,Answered,Outbound,French,East,Tech Support,Resolved,14,186,14
AeroCorp,A103,Charlie Brown,CALL-105124,CUST-5977,2026-07-10 08:04:12,2026-07-10 08:04:24,12,2026-07-10 08:04:12,Dropped,Inbound,French,South,Tech Support,Unresolved,0,0,0
BioHealth,B202,Evan Wright,CALL-105125,CUST-2105,2026-07-09 15:52:16,2026-07-09 15:54:57,161,2026-07-09 15:52:16,Answered,Inbound,French,South,General Sales,Unresolved,14,139,8
CloudTech,Unknown,Unknown,CALL-105126,CUST-2158,2026-07-11 05:35:08,2026-07-11 05:35:28,20,2026-07-11 05:35:08,Missed,Inbound,French,East,Tech Support,Unresolved,0,0,0
DeltaFinance,D402,Karen Page,CALL-105127,CUST-2596,2026-07-01 12:05:50,2026-07-01 12:11:22,332,2026-07-01 12:05:50,Answered,Inbound,English,Central,General Sales,Resolved,31,268,33
BioHealth,B201,Diana Prince,CALL-105128,CUST-7906,2026-07-15 11:23:06,2026-07-15 11:28:40,334,2026-07-15 11:23:06,Answered,Inbound,French,South,Tech Support,Unresolved,1,312,21
DeltaFinance,D401,Jack Ryan,CALL-105129,CUST-8123,2026-07-18 07:59:01,2026-07-18 08:02:25,204,2026-07-18 07:59:01,Answered,Outbound,German,South,General Sales,Resolved,5,168,31
BioHealth,B201,Diana Prince,CALL-105130,CUST-8345,2026-07-18 07:18:41,2026-07-18 07:21:03,142,2026-07-18 07:18:41,Answered,Inbound,English,South,Billing,Unresolved,27,105,10
BioHealth,B201,Diana Prince,CALL-105131,CUST-5550,2026-07-18 21:36:07,2026-07-18 21:41:17,310,2026-07-18 21:36:07,Answered,Outbound,Hindi,Central,Tech Support,Resolved,38,264,8
EcoEnergy,E502,Nathan Drake,CALL-105132,CUST-7154,2026-07-09 20:33:11,2026-07-09 20:36:29,198,2026-07-09 20:33:11,Answered,Outbound,German,South,Account Queries,Escalated,12,178,8
AeroCorp,Unknown,Unknown,CALL-105133,CUST-2960,2026-07-15 07:35:52,2026-07-15 07:36:05,13,2026-07-15 07:35:52,Missed,Inbound,Spanish,North,Account Queries,Unresolved,0,0,0
CloudTech,C301,George Clark,CALL-105134,CUST-5617,2026-07-04 06:50:13,2026-07-04 06:54:28,255,2026-07-04 06:50:13,Answered,Inbound,English,East,Billing,Escalated,6,246,3
EcoEnergy,E503,Oliver Queen,CALL-105135,CUST-1382,2026-07-17 13:13:11,2026-07-17 13:15:14,123,2026-07-17 13:13:11,Answered,Inbound,German,West,Tech Support,Unresolved,12,101,10
CloudTech,C303,Ian Malcolm,CALL-105136,CUST-3848,2026-07-11 14:39:11,2026-07-11 14:43:34,263,2026-07-11 14:39:11,Answered,Inbound,German,North,Billing,Unresolved,1,229,33
DeltaFinance,Unknown,Unknown,CALL-105137,CUST-2029,2026-07-06 08:37:33,2026-07-06 08:37:49,16,2026-07-06 08:37:33,Missed,Inbound,Hindi,West,Billing,Unresolved,0,0,0
EcoEnergy,E503,Oliver Queen,CALL-105138,CUST-6925,2026-07-16 21:10:32,2026-07-16 21:15:49,317,2026-07-16 21:10:32,Answered,Inbound,French,North,Billing,Resolved,60,220,37
EcoEnergy,E501,Molly Hooper,CALL-105139,CUST-6800,2026-07-09 08:31:36,2026-07-09 08:35:07,211,2026-07-09 08:31:36,Answered,Inbound,Hindi,South,Account Queries,Unresolved,18,139,54
BioHealth,B203,Fiona Gallagher,CALL-105140,CUST-3859,2026-07-14 12:38:24,2026-07-14 12:40:26,122,2026-07-14 12:38:24,Answered,Inbound,Spanish,East,Billing,Escalated,13,88,21
AeroCorp,A102,Bob Johnson,CALL-105141,CUST-2709,2026-07-05 15:09:06,2026-07-05 15:12:57,231,2026-07-05 15:09:06,Answered,Outbound,German,South,Account Queries,Unresolved,1,165,65
DeltaFinance,D401,Jack Ryan,CALL-105142,CUST-3725,2026-07-12 08:12:37,2026-07-12 08:16:29,232,2026-07-12 08:12:37,Answered,Inbound,English,East,Account Queries,Escalated,9,190,33
DeltaFinance,D402,Karen Page,CALL-105143,CUST-5815,2026-07-21 10:00:11,2026-07-21 10:02:43,152,2026-07-21 10:00:11,Answered,Inbound,French,South,General Sales,Resolved,44,89,19
BioHealth,B202,Evan Wright,CALL-105144,CUST-3313,2026-07-09 14:48:45,2026-07-09 14:51:38,173,2026-07-09 14:48:45,Answered,Inbound,Hindi,Central,Billing,Unresolved,69,87,17
BioHealth,Unknown,Unknown,CALL-105145,CUST-8826,2026-07-13 09:55:10,2026-07-13 09:55:17,7,2026-07-13 09:55:10,Missed,Inbound,English,East,General Sales,Unresolved,0,0,0
BioHealth,Unknown,Unknown,CALL-105146,CUST-2444,2026-07-01 12:43:42,2026-07-01 12:43:52,10,2026-07-01 12:43:42,Missed,Inbound,German,East,General Sales,Unresolved,0,0,0
DeltaFinance,D402,Karen Page,CALL-105147,CUST-4198,2026-07-07 12:35:34,2026-07-07 12:39:04,210,2026-07-07 12:35:34,Answered,Outbound,German,West,General Sales,Unresolved,1,202,7
BioHealth,Unknown,Unknown,CALL-105148,CUST-1230,2026-07-15 05:30:25,2026-07-15 05:30:43,18,2026-07-15 05:30:25,Missed,Inbound,German,East,Account Queries,Unresolved,0,0,0
AeroCorp,Unknown,Unknown,CALL-105149,CUST-3850,2026-07-05 09:51:16,2026-07-05 09:51:39,23,2026-07-05 09:51:16,Missed,Inbound,Spanish,South,General Sales,Unresolved,0,0,0
AeroCorp,A101,Alice Smith,CALL-105150,CUST-9925,2026-07-17 06:56:06,2026-07-17 06:59:03,177,2026-07-17 06:56:06,Answered,Inbound,Hindi,West,Billing,Resolved,13,155,9
AeroCorp,A103,Charlie Brown,CALL-105151,CUST-3665,2026-07-15 10:38:26,2026-07-15 10:41:47,201,2026-07-15 10:38:26,Answered,Outbound,Hindi,West,Tech Support,Resolved,3,193,5
EcoEnergy,E502,Nathan Drake,CALL-105152,CUST-7867,2026-07-16 10:27:51,2026-07-16 10:31:41,230,2026-07-16 10:27:51,Answered,Inbound,English,South,General Sales,Resolved,36,165,29
CloudTech,Unknown,Unknown,CALL-105153,CUST-8463,2026-07-06 05:56:47,2026-07-06 05:57:08,21,2026-07-06 05:56:47,Missed,Inbound,Spanish,North,Billing,Unresolved,0,0,0
CloudTech,C303,Ian Malcolm,CALL-105154,CUST-6400,2026-07-01 08:16:17,2026-07-01 08:20:43,266,2026-07-01 08:16:17,Answered,Inbound,Spanish,East,General Sales,Resolved,38,202,26
EcoEnergy,E502,Nathan Drake,CALL-105155,CUST-9793,2026-07-20 08:57:32,2026-07-20 09:00:20,168,2026-07-20 08:57:32,Answered,Inbound,Spanish,North,Billing,Resolved,6,162,0
CloudTech,Unknown,Unknown,CALL-105156,CUST-2470,2026-07-05 22:51:23,2026-07-05 22:51:51,28,2026-07-05 22:51:23,Missed,Inbound,French,West,Tech Support,Unresolved,0,0,0
DeltaFinance,D403,Leo Fitz,CALL-105157,CUST-1173,2026-07-15 09:41:20,2026-07-15 09:44:18,178,2026-07-15 09:41:20,Answered,Inbound,German,Central,Tech Support,Resolved,10,167,1
AeroCorp,A101,Alice Smith,CALL-105158,CUST-9661,2026-07-14 08:33:53,2026-07-14 08:34:16,23,2026-07-14 08:33:53,Dropped,Inbound,English,West,General Sales,Unresolved,0,0,0
BioHealth,B203,Fiona Gallagher,CALL-105159,CUST-2260,2026-07-12 01:37:03,2026-07-12 01:39:18,135,2026-07-12 01:37:03,Answered,Inbound,German,South,Billing,Resolved,32,76,27
BioHealth,B201,Diana Prince,CALL-105160,CUST-1170,2026-07-09 18:24:53,2026-07-09 18:25:19,26,2026-07-09 18:24:53,Dropped,Outbound,French,East,Billing,Unresolved,0,0,0
EcoEnergy,E503,Oliver Queen,CALL-105161,CUST-9941,2026-07-05 07:26:48,2026-07-05 07:29:40,172,2026-07-05 07:26:48,Answered,Inbound,English,Central,Tech Support,Resolved,11,159,2
EcoEnergy,E502,Nathan Drake,CALL-105162,CUST-4442,2026-07-10 18:08:20,2026-07-10 18:10:08,108,2026-07-10 18:08:20,Answered,Outbound,Spanish,West,Billing,Unresolved,7,97,4
BioHealth,B202,Evan Wright,CALL-105163,CUST-8554,2026-07-16 08:25:09,2026-07-16 08:27:49,160,2026-07-16 08:25:09,Answered,Outbound,English,North,General Sales,Resolved,17,143,0
AeroCorp,A103,Charlie Brown,CALL-105164,CUST-8068,2026-07-16 05:42:53,2026-07-16 05:46:35,222,2026-07-16 05:42:53,Answered,Inbound,French,South,Tech Support,Unresolved,13,209,0
EcoEnergy,E503,Oliver Queen,CALL-105165,CUST-2227,2026-07-19 06:32:34,2026-07-19 06:36:34,240,2026-07-19 06:32:34,Answered,Outbound,French,East,Account Queries,Escalated,20,107,113
EcoEnergy,E501,Molly Hooper,CALL-105166,CUST-1029,2026-07-20 15:53:57,2026-07-20 15:56:53,176,2026-07-20 15:53:57,Answered,Inbound,Hindi,East,Billing,Escalated,27,134,15
AeroCorp,A102,Bob Johnson,CALL-105167,CUST-6355,2026-07-03 07:53:23,2026-07-03 07:56:43,200,2026-07-03 07:53:23,Answered,Inbound,English,North,Billing,Resolved,5,193,2
DeltaFinance,D402,Karen Page,CALL-105168,CUST-3054,2026-07-07 07:18:47,2026-07-07 07:24:36,349,2026-07-07 07:18:47,Answered,Outbound,Spanish,Central,General Sales,Unresolved,28,291,30
CloudTech,C302,Hannah Abbott,CALL-105169,CUST-6171,2026-07-03 16:06:53,2026-07-03 16:09:07,134,2026-07-03 16:06:53,Answered,Inbound,English,Central,Billing,Unresolved,37,78,19
EcoEnergy,E503,Oliver Queen,CALL-105170,CUST-6688,2026-07-16 10:12:22,2026-07-16 10:14:57,155,2026-07-16 10:12:22,Answered,Inbound,French,North,General Sales,Resolved,0,152,3
EcoEnergy,E503,Oliver Queen,CALL-105171,CUST-6097,2026-07-17 05:54:15,2026-07-17 05:59:14,299,2026-07-17 05:54:15,Answered,Inbound,English,West,Account Queries,Resolved,2,274,23
BioHealth,B202,Evan Wright,CALL-105172,CUST-9355,2026-07-02 10:36:01,2026-07-02 10:39:49,228,2026-07-02 10:36:01,Answered,Inbound,German,Central,General Sales,Resolved,14,185,29
EcoEnergy,Unknown,Unknown,CALL-105173,CUST-5637,2026-07-02 10:26:08,2026-07-02 10:26:15,7,2026-07-02 10:26:08,Missed,Inbound,English,West,General Sales,Unresolved,0,0,0
AeroCorp,Unknown,Unknown,CALL-105174,CUST-6924,2026-07-16 16:29:45,2026-07-16 16:30:11,26,2026-07-16 16:29:45,Missed,Outbound,German,West,Account Queries,Unresolved,0,0,0
CloudTech,C301,George Clark,CALL-105175,CUST-8869,2026-07-01 17:28:23,2026-07-01 17:33:16,293,2026-07-01 17:28:23,Answered,Inbound,Hindi,South,Billing,Resolved,18,142,133
CloudTech,C302,Hannah Abbott,CALL-105176,CUST-3310,2026-07-13 15:55:27,2026-07-13 15:58:20,173,2026-07-13 15:55:27,Answered,Inbound,Spanish,North,General Sales,Resolved,7,158,8
AeroCorp,A101,Alice Smith,CALL-105177,CUST-2868,2026-07-19 05:43:16,2026-07-19 05:46:34,198,2026-07-19 05:43:16,Answered,Inbound,English,North,Billing,Resolved,23,143,32
BioHealth,Unknown,Unknown,CALL-105178,CUST-4301,2026-07-17 04:16:18,2026-07-17 04:16:32,14,2026-07-17 04:16:18,Missed,Outbound,English,North,General Sales,Unresolved,0,0,0
CloudTech,C301,George Clark,CALL-105179,CUST-4146,2026-07-07 23:45:07,2026-07-07 23:49:02,235,2026-07-07 23:45:07,Answered,Outbound,Hindi,Central,Billing,Unresolved,33,199,3
AeroCorp,A101,Alice Smith,CALL-105180,CUST-7946,2026-07-20 15:13:52,2026-07-20 15:18:37,285,2026-07-20 15:13:52,Answered,Inbound,German,East,Tech Support,Resolved,11,268,6
DeltaFinance,D401,Jack Ryan,CALL-105181,CUST-1002,2026-07-01 15:25:22,2026-07-01 15:25:44,22,2026-07-01 15:25:22,Answered,Outbound,German,South,General Sales,Resolved,1,21,0
DeltaFinance,D403,Leo Fitz,CALL-105182,CUST-3497,2026-07-20 12:22:17,2026-07-20 12:26:10,233,2026-07-20 12:22:17,Answered,Outbound,Spanish,South,Account Queries,Resolved,54,137,42
EcoEnergy,E502,Nathan Drake,CALL-105183,CUST-9225,2026-07-02 17:24:09,2026-07-02 17:28:06,237,2026-07-02 17:24:09,Answered,Outbound,German,South,General Sales,Resolved,1,219,17
